"section","category","title","summary","date","date_iso","year","month","url","page"
"news","Gender and inclusive food systems and value chains","Together for farmers: FAO and COP29 Presidency launch the ‘Baku Harmoniya Climate Initiative for Farmers’","Baku - To help farmers navigate their way through dozens of initiatives and programs working to support climate-resilient agrifood systems transformation, the Food and Agriculture Organization of the United Nations (FAO), in partnership with the Azerbaijan COP29 Presidency, today launched a ...","19/11/2024","2024-11-19","2024","11","https://www.fao.org/newsroom/detail/fao-and-cop29-presidency-launch-baku-harmoniya-climate-initiative-19112024/en","1"
"news","Gender equality and women’s empowerment","Empowering women in agricultural trade through access to finance","In 2021, FAO launched the programme Empowering Women in Agriculture Tra...","01/11/2024","2024-11-01","2024","11","https://www.fao.org/africa/news-stories/news-detail/empowering-women-in-agricultural-trade-through-access-to-finance/en","1"
"news","Gender equality and women’s empowerment","Commit to Grow Equality attracts broad commitments from partners to increase gender equality in agrifood systems","FAO’s Commit to Grow Equality initiative has attracted an initial set of wide-ranging commitments from a diverse group of stakeholders that could benefit up to 54 million women in agrifood systems.","28/10/2024","2024-10-28","2024","10","https://www.fao.org/gender/news/news-detail/commit-to-grow-equality-attracts-broad-commitments-from-partners-to-increase-gender-equality-in-agrifood-systems/en","1"
"news","Gender and innovative and labour-saving technologies","World Food Forum: Inclusive innovation takes centre stage at SIF 2024","The Science and Innovation Forum (SIF 2024), one of the three pillars of the World Food F...","18/10/2024","2024-10-18","2024","10","https://www.fao.org/newsroom/detail/world-food-forum--inclusive-innovation-takes-centre-stage-at-sif-2024/en","1"
"news","Gender equality and women’s empowerment","World Food Forum: putting youth at the forefront in efforts to tackle hunger ensuring good food for all, for today and tomorrow","The World Food Forum’s (WFF) Global Youth Forum opened today at the Food and Agriculture Organization of the United Nations (FAO), marking a week of activities dedicated to youth-led solutions and actions for tr...","14/10/2024","2024-10-14","2024","10","https://www.fao.org/newsroom/detail/world-food-forum--putting-youth-at-the-forefront-in-efforts-to-tackle-hunger-ensuring-good-food-for-all--for-today-and-tomorrow/en","1"
"news","Gender in forestry and agroforestry","Filipino community leader wins Wangari Maathai Forest Champions Award 2024","Filipino community leader Nida Collado today won the 2024 Wangari Maathai Forest Champions Award for her outstanding achieve...","27/07/2024","2024-07-27","2024","7","https://www.fao.org/newsroom/detail/filipino-community-leader-wins-wangari-maathai-forest-champions-award-2024/en","1"
"news","Gender-responsive policy making and budgeting","Inequality stands in the way of the global fight against hunger, FAO tells G20","In a world where the climate crisis is affecting the food security of the most vulnerable, economic growth must be supported by policies aimed at reducing inequalities, QU Dongyu, the Director-General of the Food and Agriculture Organization of the United Nations (FAO), told a G20 Development ...","23/07/2024","2024-07-23","2024","7","https://www.fao.org/newsroom/detail/inequality-stands-in-the-way-of-the-global-fight-against-hunger--fao-tells-g20/en","1"
"news","Gender equality and women’s empowerment","On International Tea Day, FAO spotlights the role of women in the sector and their significant contributions","Women’s vital roles in the tea industry and how to overcome the challenges they face was the theme of today' s celebration for the 2024 International Tea Day hosted by the Food and Agriculture Organiza...","21/05/2024","2024-05-21","2024","5","https://www.fao.org/newsroom/detail/on-international-tea-day--fao-spotlights-the-role-of-women-in-the-sector-and-their-significant-contributions/en","1"
"news","Gender and inclusive food systems and value chains","FAO welcomes the celebration of the International Year of the Woman Farmer in 2026","Approved by the UN General Assembly, it will increase awareness of the crucial role women farmers play in agrifood systems","02/05/2024","2024-05-02","2024","5","https://www.fao.org/gender/news/news-detail/fao-welcomes-the-celebration-of-the-international-year-of-the-woman-farmer-in-2026/en","1"
"news","Gender and food security and nutrition","Transforming discriminatory gender norms to build food security and reduce gender based violence in Zimbabwe","In the small Lowveld town of Chiredzi, 433 km from Zimbabwe’s capital c...","22/04/2024","2024-04-22","2024","4","https://www.fao.org/gender/news/news-detail/transforming-discriminatory-gender-norms-to-build-food-security-and-reduce-gender-based-violence-in-zimbabwe/en","1"
"news","Gender equality and women’s empowerment","Climate, gender and innovation are top priorities for FAO-North America collaboration","Ottawa – The climate crisis, gender equality and innovation are three priorities that should guide the cooperation between Canada, the United States, and the Food and Agriculture Organization of the United Nations (FAO) over the next two years.","09/04/2024","2024-04-09","2024","4","https://www.fao.org/newsroom/detail/climate--gender-and-innovation-are-top-priorities-for-fao-north-america-collaboration/en","2"
"news","Gender equality and women’s empowerment","FAO and AfDB host joint event on investing in gender equality to mitigate and prevent food crises and transform agrifood systems","The side event aimed to highlight the critical role of financing for development in promoting gender equality and women’s empowerment as a cornerstone to prevent and mitigate food crises and transform agrifood systems.","05/04/2024","2024-04-05","2024","4","https://www.fao.org/gender/news/news-detail/fao-and-afdb-host-joint-event-on-investing-in-gender-equality-to-mitigate-and-prevent-food-crises-and-transform-agrifood-systems/en","2"
"news","Gender equality and women’s empowerment","FAO and chef Fatmata Binta announce new project to empower women fonio producers in Ghana","A new project aimed at supporting women fonio producers in Ghana has been announced by the Food and Agriculture Organization of the United Nations (FAO) and acclaimed chef Fatmata Binta.","29/03/2024","2024-03-29","2024","3","https://www.fao.org/newsroom/detail/fao-and-chef-fatmata-binta-announce-new-project-to-empower-women-fonio-producers-in-ghana/en","2"
"news","Gender equality and women’s empowerment","FAO launches global commitment to enhance gender equality in agrifood systems","Investing in women in agrifood systems in order to close gaps in productivity and wages is crucial to grow the global economy by $1 trillion, reduce hunger for 45 million people, and incre...","27/03/2024","2024-03-27","2024","3","https://www.fao.org/gender/news/news-detail/fao-launches-global-commitment-to-enhance-gender-equality-in-agrifood-systems/en","2"
"news","Gender equality and women’s empowerment","FAO calls for increased financing for gender equality in agrifood systems at CSW68","At CSW68, FAO cohosted several side events and participated in more, highlighting the importance of women's empowerment in building sustainable agrifood systems","21/03/2024","2024-03-21","2024","3","https://www.fao.org/gender/news/news-detail/fao-calls-for-increased-financing-for-gender-equality-in-agrifood-systems-at-csw68/en","2"
"news","Gender equality and women’s empowerment","FAO enhances gender equality and women's empowerment in agrifood systems","Experience from various places in the world indicates that empowering women benefits entire households and communities, leading to improved agrifood systems, food security, and nutrition for all.","08/03/2024","2024-03-08","2024","3","https://www.fao.org/tanzania/news/detail-events/en/c/1679004/","2"
"news","Gender equality and women’s empowerment","Investing in women and girls makes economic sense and accelerates progress for millions of people","International Women’s Day 2024: Follow the joint FAO, IFAD and WFP celebration to see why investing in rural women is central to achieving our Sustainable Development Goals","07/03/2024","2024-03-07","2024","3","https://www.fao.org/gender/news/news-detail/investing-in-women-and-girls-makes-economic-sense-and-accelerates-progress-for-millions-of-people/en","2"
"news","Gender and climate change, agroecology and biodiversity","FAO report: Heatwaves and floods affect rural women and men differently, widen income gap","Rome - Climate change is disproportionately affecting the incomes of rural women, people living in poverty, and older populations, as their capacity to react and adapt to extreme weather events is unequal, a new report from the Food and Agriculture Organization of the United Nations (FAO) finds.","05/03/2024","2024-03-05","2024","3","https://www.fao.org/gender/news/news-detail/fao-report--heatwaves-and-floods-affect-rural-women-and-men-differently--widen-income-gap/en","2"
"news","Gender and inclusive food systems and value chains","Agrifood systems transformation holds the key to our environmental challenges","FAO Deputy Director-General Maria Helena Semedo addressed a series of events organized in Nairobi during the sixth session of the United Nations Environment Assembly and the Second Quadripartite Executive Annual Meeting.","01/03/2024","2024-03-01","2024","3","https://www.fao.org/newsroom/detail/FAO-agrifood-systems-transformation-environment-UNEP-Semedo/en","2"
"news","Gender equality and women’s empowerment","FAO report: In 2023, in Asia-Pacific millions of people have been unable to afford a healthy diet – women fare worse than men","The Asia and Pacific region accounts for half of the world’s severe food insecurity, with more women than men being food insecure.","11/12/2023","2023-12-11","2023","12","https://www.fao.org/gender/news/news-detail/fao-report--in-2023--in-asia-pacific-millions-of-people-have-been-unable-to-afford-a-healthy-diet---women-fare-worse-than-men/en","2"
"news","Gender equality and women’s empowerment","SFS – MED Webinar Showcases Women as Key Players in Greening Mediterranean Food Systems","During the EU GreenWeek 2023 , the SFS-MED project hosted its fifth webinar with a focus on Gender equality in Mediterranean Food Systems.","13/06/2023","2023-06-13","2023","6","https://www.fao.org/gender/news/news-detail/sfs---med-webinar-showcases-women-as-key-players-in-greening-mediterranean-food-systems/en","2"
"news","Gender equality and women’s empowerment","Women’s equality in agrifood systems could boost the global economy by $1 trillion, reduce food insecurity by 45 million: new FAO report","“If we tackle the gender inequalities endemic in agrifood systems and empower women, the world will take a leap forward in addressing the goals of ending poverty and creating a world free from hunger”, says FAO Director-General QU Dongyu in the foreword of the report.","13/04/2023","2023-04-13","2023","4","https://www.fao.org/gender/news/news-detail/women-s-equality-in-agrifood-systems-could-boost-the-global-economy-by-1-trillion-reduce-food-insecurity-by-45-million-new-fao-report/en","2"
"news","Gender equality and women’s empowerment","International Women’s Day 2023: Bridging the digital gender divide is essential for unleashing women’s potential in rural areas, say UN food and agriculture agencies","FAO-IFAD-WFP push to enhance rural women and girls’ digital capabilities and tackle the barriers they face to access technology to be equal contributors to our agrifood systems.","08/03/2023","2023-03-08","2023","3","https://www.fao.org/gender/news/news-detail/international-women-s-day-2023-bridging-the-digital-gender-divide-is-essential-for-unleashing-women-s-potential-in-rural-areas-say-un-food-and-agriculture-agencies/en","2"
"news","Gender-based violence and protection from sexual exploitation and abuse","Gender-based violence: a crisis within crises","“We saw the rates of GBV around the world rise dramatically, especially during the COVID-19 pandemic,” said Henry Swira, Director for Gender, Youth and Livelihoods at CARE USA.","15/12/2022","2022-12-15","2022","12","https://www.fao.org/gender/news/news-detail/gender-based-violence-a-crisis-within-crises/en","2"
"news","Gender equality and women’s empowerment","G20 meeting: Digitalization is a big opportunity for women and youth in rural areas, says FAO","FAO Director-General emphasizes the role of digital public goods","27/09/2022","2022-09-27","2022","9","https://www.fao.org/gender/news/news-detail/G20-meeting-Digitalization-is-a-big-opportunity-for-women-and-youth-in-rural-areas-says-FAO/en","2"
"news","Gender equality and women’s empowerment","Food Heroes | World Food Day | Zeinabou Mint Smail","“We women are progressively more involved in all the sectors of animal production, and this is more and more accepted by men,” says Zeinabou.","15/09/2022","2022-09-15","2022","9","https://www.fao.org/gender/news/news-detail/Food-Heroes-World-Food-Day-Zeinabou-Mint-Smail/en","2"
"news","Gender equality and women’s empowerment","Afghanistan: Boosting local food production, generating income and reviving rural markets","$80 million USAID contribution will support FAO projects targeting smallholder resilience, women’s empowerment and environmental sustainability","25/08/2022","2022-08-25","2022","8","https://www.fao.org/gender/news/news-detail/Afghanistan-Boosting-local-food-production-generating-income-and-reviving-rural-markets/en","2"
"news","Gender equality and women’s empowerment","Indigenous women take the lead to improve food security in their Costa Rican communities","As Indigenous Peoples, the Cabécar have lived through many periods of struggle over land ownership and governance.","09/08/2022","2022-08-09","2022","8","https://www.fao.org/newsroom/story/Indigenous-women-take-the-lead-to-improve-food-security-in-their-Costa-Rican-communities/en","2"
"news","Gender equality and women’s empowerment","Caribbean Rural Women from ten countries to strengthen the creation of social capital in farmer organizations","The 5-day Training Workshop equipped rural women from the Caribbean Network of Rural Women Producers (CANROP) with soft skills such as conflict management and effective communication strategies.","29/07/2022","2022-07-29","2022","7","https://www.fao.org/americas/news/news-detail/Caribbean-Rural-Women-from-ten-countries-to-strengthen-the-creation-of-social-capital-in-farmer-organizations-/en","2"
"news","Gender equality and women’s empowerment","Malawi study and reflection workshop advance understanding of gendered social norms","The objective of this study is to understand the gendered social norms that influence the financial inclusion of women and youth who are members of Village Savings and Loan Associations (VSLAs).","19/07/2022","2022-07-19","2022","7","https://www.fao.org/gender/news/news-detail/Malawi-study-and-reflection-workshop-advance-understanding-of-gendered-social-norms/en","2"
"news","Gender and food security and nutrition","Training of Trainers in Ecuador: Strengthening knowledge in gender transformative approaches, food security and nutrition","By strengthening knowledge on food security, nutrition and sustainable production, the JP GTA seeks to narrow gender gaps in a sector where the work of men and women and their access to resources should be recognized equally.","13/06/2022","2022-06-13","2022","6","https://www.fao.org/gender/news/news-detail/Training-of-Trainers-in-Ecuador-Strengthening-knowledge-in-gender-transformative-approaches-food-security-and-nutrition/en","3"
"news","Gender and inclusive food systems and value chains","Gender equality is key to transform agrifood systems and fight hunger","FAO Director-General QU Dongyu addresses inaugural High-Level Dialogue by the Food Coalition","27/05/2022","2022-05-27","2022","5","https://www.fao.org/gender/news/news-detail/Gender-equality-is-key-to-transform-agrifood-systems-and-fight-hunger/en","3"
"news","Gender equality and women’s empowerment","Twenty WeCaN members complete training session on women’s advocacy, gender and climate","The WeCaN Advocacy Training Journey is designed to increase women's access and contributions to planning and decision-making in dryland forests and agrosilvopastoral management.","29/04/2022","2022-04-29","2022","4","https://www.fao.org/gender/news/news-detail/Twenty-WeCaN-members-complete-training-session-on-women-s-advocacy-gender-and-climate/en","3"
"news","Gender equality and women’s empowerment","Empowering youth and women to promote decent work employment and supporting quality construction works in rural Papua New Guinea","The training is the first of five batches to be conducted this year for a target of 150 trainees from East Sepik and Sandaun provinces.","31/03/2022","2022-03-31","2022","3","https://papuanewguinea.un.org/en/176419-empowering-youths-and-women-promote-decent-work-employment-and-supporting-quality","3"
"news","Gender in fisheries and aquaculture","Strengthening the participation of women in fisheries and aquaculture","The establishment of AWFISHNET Malawi is in line with the Voluntary Guidelines for Securing Sustainable Small-Scale Fisheries (SSF Guidelines), which recognize the importance of organizing women in fisheries.","24/03/2022","2022-03-24","2022","3","https://www.fao.org/voluntary-guidelines-small-scale-fisheries/news/news-detail/Strengthening-the-participation-of-women-in-fisheries-and-aquaculture/en","3"
"news","Gender equality and women’s empowerment","Joining forces to promote gender transformative approaches","In Malawi, the Programme seeks to enhance the economic autonomy of women and youth through improved financial inclusion, working with governmental institutions and regulatory bodies and more.","23/03/2022","2022-03-23","2022","3","https://www.fao.org/joint-programme-gender-transformative-approaches/resources/news/joining-forces-promote-gtas/en","3"
"news","Gender equality and women’s empowerment","Empowering rural women: UN joint programme’s new phase to target countries in Africa, Asia and the Pacific","Four UN agencies will launch a new phase of a joint programme that aims to secure rural women’s livelihoods, rights and resilience.","19/03/2022","2022-03-19","2022","3","https://www.fao.org/newsroom/detail/empowering-rural-women-un-joint-programme-s-new-phase-to-target-countries-in-africa-asia-and-the-pacific/en","3"
"news","Gender equality and women’s empowerment","Rural women embrace agroecology to overcome social and environmental hurdles","Celebrating the contributions of rural and indigenous women to healthy food systems and a sustainable tomorrow","16/03/2022","2022-03-16","2022","3","https://www.fao.org/africa/news-stories/news-detail/Rural-women-embrace-agroecology-to-overcome-social-and-environmental-hurdles-/en","3"
"news","Gender equality and women’s empowerment","Empowering rural women: joint UN programme's new phase to target countries in Africa, Asia, and the Pacific","Four UN agencies will launch a new phase of a joint programme that aims to secure rural women’s livelihoods, rights and resilience","16/03/2022","2022-03-16","2022","3","https://www.fao.org/gender/news/news-detail/Empowering-rural-women-joint-UN-programme's-new-phase-to-target-countries-in-Africa-Asia-and-the-Pacific/en","3"
"news","Gender equality and women’s empowerment","International Women's Day 2022: FAO shared its strategies for women's resilience to climate change","FAO in West Africa shared its achievements in enabling women to engage in climate change action by building their resilience while calling for more action to increase women's participation in leadership roles.","15/03/2022","2022-03-15","2022","3","https://www.fao.org/africa/news-stories/news-detail/International-Women's-Day-2022-FAO-shared-its-strategies-for-women's-resilience-to-climate-change/en","3"
"news","Gender equality and women’s empowerment","Women’s leadership in Disaster Risk Reduction and financing","66th Session of the Commission on the Status of Women: Side event by FAO and the African Risk Capacity Group sheds light on the need for gender-sensitive policies and programming in climate action","14/03/2022","2022-03-14","2022","3","https://www.fao.org/africa/news-stories/news-detail/Women-s-leadership-in-Disaster-Risk-Reduction-and-financing/en","3"
"news","Gender equality and women’s empowerment","Engaging and educating 1000 rural folks in Papua New Guinea to highlight and celebrate International Women’s Day 2022","EU-STREIT PNG Programme, in collaboration with local partners, marked International Women’s Day in rural Sepik with close to 1000 men, women and youth.","10/03/2022","2022-03-10","2022","3","https://www.fao.org/gender/news/news-detail/Engaging-and-educating-1000-rural-folks-in-Papua-New-Guinea-to-highlight-and-celebrate-International-Women-s-Day-2022/en","3"
"news","Gender equality and women’s empowerment","UN food agencies call for climate adaptation solutions that include women and girls","Joint FAO/IFAD/WFP News Release on International Women’s Day","08/03/2022","2022-03-08","2022","3","https://www.fao.org/newsroom/detail/un-food-agencies-call-for-climate-adaptation-solutions-that-include-women-and-girls/en","3"
"news","Gender equality and women’s empowerment","Seizing the opportunities of the African Continental Free Trade Area for the economic empowerment of women in agriculture","Ahead of International Women’s Day, FAO calls for women traders to be included in the AfCFTA","08/03/2022","2022-03-08","2022","3","https://www.fao.org/gender/news/news-detail/Seizing-the-opportunities-of-the-African-Continental-Free-Trade-Area-for-the-economic-empowerment-of-women-in-agriculture/en","3"
"news","Gender equality and women’s empowerment","FAO Zimbabwe joins the world in commemorating International Women’s Day","In Zimbabwe, FAO has played a big role in recognizing, advocating and celebrating the contribution of women and girls to building sustainable agri-food systems.","08/03/2022","2022-03-08","2022","3","https://www.fao.org/africa/news-stories/news-detail/FAO-Zimbabwe-joins-the-world-in-commemorating-International-Women-s-Day/en","3"
"news","Gender in fisheries and aquaculture","""We want to be seen, and for the world to know our work"": CFI marks International Women's Day","Women's work is essential to thriving coastal fisheries, but their labor is often invisible","08/03/2022","2022-03-08","2022","3","https://www.fao.org/in-action/coastal-fisheries-initiative/news/detail-es/es/c/1475912/","3"
"news","Gender equality and women’s empowerment","Women safeguard native seeds in Zambia","International Women’s Day 2022: celebrating the contributions of rural and indigenous women to healthy food systems and a sustainable tomorrow","03/03/2022","2022-03-03","2022","3","https://www.fao.org/gender/news/news-detail/Women-safeguard-native-seeds-in-Zambia/en","3"
"news","Gender equality and women’s empowerment","Meet four women in fisheries at the forefront of change in science","Achieving gender equality for women means promoting their vital role in science.","11/02/2022","2022-02-11","2022","2","https://www.fao.org/newsroom/story/Meet-four-women-in-fisheries-at-the-forefront-of-change-in-science/en","3"
"news","Gender equality and women’s empowerment","Social Analysis and Action: a methodology for communities to lead their own way out of gender inequalities","Through a series of discussions, community members accept to engage in a critical self-reflection about their gender norms.","26/01/2022","2022-01-26","2022","1","https://www.fao.org/joint-programme-gender-transformative-approaches/resources/news/social-analysis-and-action-a-methodology-for-communities-to-lead-their-own-way-out-of-gender-inequalities/en","3"
"news","Gender equality and women’s empowerment","FAO, Japan seek to empower women and youth in agriculture","A project is officially launched to support six Eastern Africa nations","26/01/2022","2022-01-26","2022","1","https://www.fao.org/gender/news/news-detail/FAO-Japan-seek-to-empower-women-and-youth-in-agriculture/en","3"
"news","Gender equality and women’s empowerment","Disclosing gender-biased social norms to close gender gaps","By combining the sharing of insights with analysis, the Social Norms Exploration Tool (SNET) provides a catalyst for the community itself to act on what is uncovered.","17/12/2021","2021-12-17","2021","12","https://www.fao.org/gender/news/news-detail/Disclosing-gender-biased-social-norms-to-close-gender-gaps/en","4"
"news","Gender equality and women’s empowerment","Ecuador embraces gender transformative approaches for Zero Hunger","Representatives of the three RBAs mentioned their commitment to apply various methods to help raise awareness about the persisting gender gaps negatively impacting on the Ecuadorian society.","14/12/2021","2021-12-14","2021","12","https://www.fao.org/gender/news/news-detail/Ecuador-embraces-gender-transformative-approaches-for-Zero-Hunger/en","4"
"news","Gender equality and women’s empowerment","When spectators act: using theatre techniques to address gender-based discrimination","The use of theatrical debate is part of the JP GTA’s efforts to help the RBAs address discriminatory norms and promote an institutional culture free from negative unconscious gender bias.","13/12/2021","2021-12-13","2021","12","https://www.fao.org/gender/news/news-detail/When-spectators-act-using-theatre-techniques-to-address-gender-based-discrimination/en","4"
"news","Gender equality and women’s empowerment","FAO’s Women’s Committee celebrates its second birthday","First Vice-President Campbell Barr underlined the importance of solidarity, passion, and compassion. “Every day we must work at being a better person to build a better community, society, and a better world” she said.","18/10/2021","2021-10-18","2021","10","https://www.fao.org/gender/news/news-detail/FAO-s-Women-s-Committee-celebrates-its-second-birthday/en","4"
"news","Gender equality and women’s empowerment","Unlocking the potential of Africa’s free trade area for rural women","On International Day of Rural Women, FAO launches new guide - Seize the opportunities of the African Continental Free Trade Area for the economic empowerment of women in agriculture","15/10/2021","2021-10-15","2021","10","https://www.fao.org/africa/news-stories/news-detail/Unlocking-the-potential-of-Africa-s-free-trade-area-for-rural-women/en","4"
"news","Gender equality and women’s empowerment","Celebrating rural women's voices - Rural women speaking out for change through community radio in Nepal","Arati Devi Karna, a woman from the Gujara municipality, Rautahat district, says ""The radio programme of JP RWEE is my university"".","14/10/2021","2021-10-14","2021","10","https://www.fao.org/gender/news/news-detail/Celebrating-rural-women's-voices---Rural-women-speaking-out-for-change-through-community-radio-in-Nepal/en","4"
"news","Gender equality and women’s empowerment","Defining the building blocks of gender transformative financial inclusion","FAO-IFAD webinar showcases gender transformative approaches and tools for women’s financial inclusion, drawing audience of over 200.","10/08/2021","2021-08-10","2021","8","https://www.fao.org/gender/news/news-detail/Defining-the-building-blocks-of-gender-transformative-financial-inclusion/en","4"
"news","Gender and food security and nutrition","The fruits and vegetables value chain: a women’s world?","As guardians of much of Guyana´s food culture, women create livelihood opportunities and improve the food security and nutrition of their families and communities.","22/07/2021","2021-07-22","2021","7","https://www.fao.org/newsroom/story/The-fruits-and-vegetables-value-chain-a-women-s-world-/en","4"
"news","Gender in fisheries and aquaculture","Helping women fulfil potential in rural Ukraine can make agriculture sector more efficient","One in every six people employed in Ukraine works in agriculture, forestry and fisheries. The report reveals that specific job types within that sector tend to fall into either “female” or “male” occupation categories.","13/07/2021","2021-07-13","2021","7","https://ukraine.un.org/en/135805-helping-women-fulfil-potential-rural-ukraine-can-make-agriculture-sector-more-efficient","4"
"news","Gender equality and women’s empowerment","Challenging the norm: Rome-based Agencies build capacity on gender norms","A key component of development efforts to end hunger and malnutrition involves tackling the persistent gender inequalities that limit women’s potential and constrain their economic and social empowerment.","09/06/2021","2021-06-09","2021","6","https://www.fao.org/gender/news/news-detail/Challenging-the-norm-Rome-based-Agencies-build-capacity-on-gender-norms-/en","4"
"news","Gender equality and women’s empowerment","Regional Dialogue on Gender Equality and the Empowerment of Women for the Transformation of Food Systems in Latin America and the Caribbean","The discussion session begins with a few words from the dialogue curator, Ms. Eve Crowley, who summarizes the purposes of the proposed discussion and present a global vision on the relevance of the gender approach in food systems.","31/03/2021","2021-03-31","2021","3","https://www.fao.org/gender/news/news-detail/Regional-Dialogue-on-Gender-Equality-and-the-Empowerment-of-Women-for-the-Transformation-of-Food-Systems-in-Latin-America-and-the-Caribbean/en","4"
"news","Gender equality and women’s empowerment","Leveraging Community Engagement to enhance gender equality and women's empowerment","Recalling his longstanding experience at FAO, Mr. Gustafson said: “The projects that had the most impact in fact embodied precisely what the four speakers talked about today.”","15/03/2021","2021-03-15","2021","3","https://www.fao.org/gender/news/news-detail/Leveraging-Community-Engagement-to-enhance-gender-equality-and-women's-empowerment/en","4"
"news","Gender equality and women’s empowerment","From the ground up – Women at the forefront of sustainable forest and land management implementation","Growing numbers of women in important decision-making positions signals not only the mounting male recognition of the importance of listening to the concerns and visions of their female counterparts, but also a shift in the mindset of women themselves.","09/03/2021","2021-03-09","2021","3","https://www.fao.org/gender/news/news-detail/From-the-ground-up-Women-at-the-forefront-of-sustainable-forest-and-land-management-implementation-/en","4"
"news","Gender equality and women’s empowerment","Women are Contributors to Development (Women in Leadership)","From 2002 onwards, Souad has been leading her team of engineers to establish the Water Resources Information Center in the Ministry.","08/03/2021","2021-03-08","2021","3","https://www.fao.org/neareast/news/details/WOMEN-ARE-CONTRIBUTORS-TO-DEVELOPMENT-(WOMEN-IN-LEADERSHIP)/en","4"
